-----BEGIN-----
30
323	26.921919
324	5.228559
325	29.689617
326	19.830977
327	18.837660
328	27.566950
329	31.260417
330	17.525862
331	38.114866
332	25.473436
333	25.850915
334	25.882806
335	28.131907
336	36.503080
337	41.793667
338	34.655135
339	16.099219
340	42.493577
341	44.170512
342	15.153939
343	43.927616
344	11.775014
345	16.830173
346	31.649541
347	19.689896
348	18.960385
349	48.322200
350	37.692295
351	12.640032
352	38.833896
353	38.874615
354	43.119699
355	19.566288
356	8.114187
357	26.007575
358	6.683203
359	26.115318
360	5.163803
361	15.340685
362	20.345322
363	18.033188
364	49.986966
365	26.454574
366	24.243985
367	20.078747
368	32.765064
369	13.284918
370	32.935327
371	13.350997
372	22.571657
373	39.916155
374	42.020769
375	15.694226
376	14.393899
377	40.522497
378	26.011409
379	41.534795
380	30.140625
381	41.282459
382	26.868735
383	36.745775
384	48.469434
385	46.538192
386	28.963002
387	49.202790
388	49.145784
389	14.183666
390	44.673491
391	7.005964
392	17.222590
393	20.981476
394	38.691711
395	26.683169
396	35.269373
397	44.465604
398	43.814634
399	13.016945
